-0.253790, -2.621425, -1.000000
-1.570320, 2.823805, -1.000000
-1.400006, 0.238562, -1.000000
-0.748758, 1.561492, -1.000000
0.189639, -2.764318, -1.000000
-0.374174, 2.591010, -1.000000
-1.294240, 1.431206, -1.000000
0.839873, -0.875708, -1.000000
1.127168, -2.004155, -1.000000
-0.359373, 2.280451, -1.000000
1.975207, -1.017977, -1.000000
-1.626191, 2.360234, -1.000000
-0.897839, 1.120019, -1.000000
-0.362640, 2.543819, -1.000000
-0.609380, 1.888601, -1.000000
-0.105056, -1.705050, -1.000000
-2.114040, 2.286373, -1.000000
0.846484, -0.408279, -1.000000
0.717579, -1.313644, -1.000000
1.716013, -1.155253, -1.000000
-0.317799, -1.643360, -1.000000
-1.874801, -1.342592, -1.000000
0.338663, -0.500992, -1.000000
-1.982357, 2.440824, -1.000000
-2.380973, -2.243548, -1.000000
-0.027336, 1.562851, -1.000000
1.106670, -0.700870, -1.000000
1.498625, -0.788019, -1.000000
-1.235038, -1.606431, -1.000000
0.506931, -1.533524, -1.000000
-2.085661, 1.392891, -1.000000
-2.247151, 1.760822, -1.000000
-2.015388, 1.470428, -1.000000
-2.552821, 2.700624, -1.000000
-2.684824, 0.129380, -1.000000
-1.942736, -1.559626, -1.000000
-2.439117, -2.190586, -1.000000
0.121260, -2.530607, -1.000000
-2.580562, -1.772069, -1.000000
