0.278917, 0.519470, 1.000000
0.040420, -0.843536, 1.000000
-0.077159, 0.639355, 1.000000
0.146637, 0.511162, 1.000000
0.999987, -0.591343, 1.000000
0.779911, -0.749063, 1.000000
0.995598, -0.891885, 1.000000
0.741080, -0.855342, 1.000000
-0.991677, 0.846138, 1.000000
0.187784, -0.639255, 1.000000
0.826053, 0.639390, 1.000000
-0.281809, 0.104970, 1.000000
0.158860, -0.094848, 1.000000
0.374775, -0.800720, 1.000000
0.061616, 0.514588, 1.000000
-0.391410, 0.984457, 1.000000
0.153942, 0.755228, 1.000000
0.495619, 0.257820, 1.000000
-0.929158, 0.495606, 1.000000
0.666477, 0.850753, 1.000000
0.746543, 0.662075, 1.000000
0.958868, 0.487622, 1.000000
0.806733, 0.967191, 1.000000
0.333761, -0.005483, 1.000000
-0.672064, 0.660024, 1.000000
0.777898, -0.846011, 1.000000
0.299414, -0.503912, 1.000000
0.258959, -0.541726, 1.000000
0.401240, -0.366266, 1.000000
-0.851678, 0.266144, 1.000000
-0.552687, 0.302264, 1.000000
0.021372, 0.942931, 1.000000
-0.439916, 0.092214, 1.000000
0.438537, -0.773439, 1.000000
-0.057033, 0.185080, 1.000000
0.888636, -0.098165, 1.000000
-0.327298, 0.695369, 1.000000
-0.310114, 0.196963, 1.000000
0.666487, -0.532217, 1.000000
0.350952, -0.034099, 1.000000
0.424175, -0.634888, 1.000000
0.243646, -0.918271, 1.000000
-0.172033, 0.391968, 1.000000
